,PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,NumbrFlrs,HouseAge,Remodeled,LogPrice,AllBathrooms,TotalLivArea,TotalOutdoorSF,HasPool
53,527450030,113500,2-STORY PUD 1946 & NEWER,RM,21,2205,2,0,4,Lvl,4,Inside,1,Briardale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567,3,3,CBlock,3,3,1,5,1,213,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Detchd,1973,1,1,264,3,3,2,0,0,No Misc,0,Feb,2007,Warranty Deed,Normal,2,37,0,11.639558115903595,1.5,1404,144,0
54,535175070,167500,1-STORY 1946 & NEWER ALL STYLES,RL,73,9300,2,0,4,Lvl,4,Inside,1,North Ames,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324,3,3,CBlock,3,3,1,3,1,571,GasA,3,Y,SBrkr,3,1,3,6,8,2,4,Attchd,1960,1,2,461,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,50,0,12.028738630247258,2.0,1961,143,0
55,528108070,335000,2-STORY 1946 & NEWER,RL,96,11308,2,0,3,Lvl,4,Inside,1,Northridge Heights,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,5,3,PConc,5,3,3,6,1,168,GasA,5,Y,SBrkr,3,1,5,10,8,1,4,Attchd,2008,3,3,836,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,2,2,0,12.721885810807203,3.5,3120,102,0
56,909281020,140000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,79,6221,2,0,3,Lvl,4,Inside,1,Crawford,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,2,1,2,1,195,GasA,5,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1966,1,2,528,3,3,2,0,3,No Misc,0,Oct,2007,Warranty Deed,Normal,2,69,1,11.84939770159144,2.0,1888,144,0
57,533213140,176000,2-STORY PUD 1946 & NEWER,FV,34,3230,2,2,4,Lvl,4,Corner,1,Somerset,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,3,3,PConc,4,3,1,6,1,310,GasA,4,Y,SBrkr,2,1,3,5,8,1,2,Detchd,1999,1,2,440,3,3,2,0,0,No Misc,0,Jun,2007,Warranty Deed,Normal,2,11,0,12.078239274020289,2.5,1877,32,0
58,535302070,125000,1-STORY 1946 & NEWER ALL STYLES,RL,60,10950,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,1,507,GasA,3,Y,SBrkr,2,1,3,5,8,0,0,Detchd,1952,1,2,410,3,3,0,0,0,No Misc,0,Apr,2007,Warranty Deed,Normal,1,58,0,11.736069016284437,1.0,1389,48,0
59,905480030,105000,1-1/2 STORY FINISHED ALL AGES,RL,60,9060,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,BrkTil,3,3,2,3,1,356,GasA,3,Y,SBrkr,2,1,3,6,8,0,0,Detchd,1939,1,1,280,3,3,1,0,3,No Misc,0,Oct,2009,Warranty Deed,Normal,1,71,1,11.56171562913966,1.0,1462,0,0
60,907200110,130250,1-STORY 1946 & NEWER ALL STYLES,RL,70,9200,2,0,3,Lvl,4,CulDSac,1,College Creek,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,3,2,4,167,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1977,1,1,308,3,3,2,0,3,No Misc,0,Jul,2008,Warranty Deed,Normal,1,35,1,11.777210959615614,2.0,1709,145,0
61,907275030,210900,2-STORY 1946 & NEWER,RL,70,21533,2,0,2,Lvl,4,FR2,1,College Creek,Feedr,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,1,1065,GasA,5,Y,SBrkr,4,1,4,9,8,1,3,Attchd,1997,1,2,467,3,3,2,0,0,No Misc,0,Aug,2006,Warranty Deed,Normal,2,14,1,12.259139366466865,2.5,2049,168,0
62,907203110,122000,1-STORY 1946 & NEWER ALL STYLES,RL,120,10356,2,0,4,Lvl,4,Corner,1,College Creek,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,3,4,1,253,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Attchd,1975,1,2,440,3,3,2,0,3,No Misc,0,Jan,2007,Warranty Deed,Normal,1,35,0,11.711776323715394,1.5,1685,0,0
63,527127100,375000,1-STORY PUD 1946 & NEWER,RL,28,7296,2,0,3,Lvl,4,CulDSac,1,Stone Brook,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,5,3,3,6,1,243,GasA,5,Y,SBrkr,1,1,4,8,8,1,4,Attchd,2004,3,2,564,3,3,2,0,0,No Misc,0,Nov,2009,Warranty Deed,Normal,1,6,1,12.834681304952548,3.0,4487,239,0
64,528431020,275000,1-STORY 1946 & NEWER ALL STYLES,RL,86,11194,2,0,3,Lvl,4,Inside,1,Somerset,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240,4,3,PConc,4,3,2,1,1,1696,GasA,5,Y,SBrkr,3,1,4,7,8,0,0,Attchd,2008,2,3,972,3,3,2,0,0,No Misc,0,Sep,2009,Warranty Deed,Normal,1,2,0,12.524526376648708,2.0,1696,176,0
65,535379060,64500,1-STORY 1945 & OLDER,RL,60,10800,2,1,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,1,656,GasA,3,Y,SBrkr,4,1,3,5,8,0,0,Detchd,1928,1,1,216,2,2,2,0,0,No Misc,0,Aug,2007,Warranty Deed,Normal,1,83,1,11.074420502783864,2.0,968,0,0
66,903205085,144000,1-STORY 1945 & OLDER,RL,98,8731,2,0,3,Lvl,4,Inside,1,Brookside,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0,3,2,BrkTil,3,3,1,4,1,270,GasA,3,Y,SBrkr,3,1,3,6,4,1,4,Detchd,1972,1,2,495,3,3,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,1,90,1,11.877568578558138,1.0,1812,342,0
67,531450120,171500,2-STORY 1946 & NEWER,RL,70,7703,2,0,4,Lvl,4,Inside,1,Sawyer West,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,4,4,PConc,4,4,1,6,3,400,GasA,5,Y,SBrkr,3,1,4,6,8,0,0,Attchd,1992,2,2,528,3,3,2,0,0,No Misc,0,Nov,2009,Warranty Deed,Normal,2,18,0,12.052338545588132,2.5,2146,259,0
68,902205130,108500,1-STORY 1945 & OLDER,RM,50,6000,2,0,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,5,1,710,GasA,4,Y,FuseA,2,1,2,5,8,0,0,Detchd,1997,1,1,308,3,3,2,0,0,No Misc,0,Jul,2007,Warranty Deed,Normal,1,90,1,11.594505451962652,1.0,1210,168,0
69,904100140,244400,2-STORY 1945 & OLDER,RL,81,24090,2,0,4,Lvl,4,Inside,1,Clear Creek,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,2,1,1,1032,GasA,5,Y,SBrkr,4,1,3,10,8,2,3,Attchd,1940,1,1,349,3,3,2,0,0,No Misc,0,Jun,2010,Court Officer Deed,Normal,2,70,1,12.406561506279576,2.0,2403,374,0
70,923229140,196000,1-STORY 1946 & NEWER ALL STYLES,RL,61,33983,2,0,3,Lvl,4,Inside,1,Mitchell,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,CompShg,Plywood,Plywood,None,0,3,2,PConc,3,3,2,5,1,48,GasA,3,Y,SBrkr,3,1,4,6,5,2,3,Attchd,1977,2,2,672,3,3,1,0,4,No Misc,0,May,2007,Warranty Deed,Normal,1,33,1,12.185869938212655,2.5,2788,780,0
71,903456060,91000,1-STORY 1945 & OLDER,RM,60,9786,2,0,4,Lvl,4,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,2,1,1,1,1007,GasA,2,N,SBrkr,3,1,3,6,8,1,4,Detchd,1922,1,1,210,3,2,1,0,0,No Misc,0,May,2006,Warranty Deed,Normal,1,88,1,11.418614785498987,1.0,1077,148,0
72,528431120,257000,2-STORY 1946 & NEWER,RL,73,9801,2,0,4,Lvl,4,Inside,1,Somerset,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156,4,3,PConc,4,3,3,1,1,1341,GasA,5,Y,SBrkr,3,1,4,7,8,1,4,BuiltIn,2007,2,3,851,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,2,3,0,12.456831363877356,3.0,1861,204,0
73,905107220,165000,1-STORY 1946 & NEWER ALL STYLES,RL,72,9535,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450,3,3,CBlock,3,3,1,4,2,0,GasA,3,Y,SBrkr,3,1,3,7,8,1,3,Attchd,1967,1,2,512,3,3,2,0,3,No Misc,0,Jul,2006,Warranty Deed,Normal,1,43,0,12.013700752882718,2.5,2634,284,0
74,903458170,103000,1-STORY 1945 & OLDER,RM,52,6240,2,1,4,Lvl,4,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,4,1,628,GasA,3,Y,FuseA,2,1,3,5,8,0,0,Detchd,1962,1,2,539,3,3,2,0,0,No Misc,0,Jan,2009,Warranty Deed,Normal,1,85,1,11.542484267211773,1.0,1360,135,0
75,534202030,143000,1-STORY 1946 & NEWER ALL STYLES,RL,73,10355,2,0,3,Lvl,4,Corner,1,North Ames,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196,3,3,CBlock,3,3,1,4,1,519,GasA,3,Y,SBrkr,3,1,3,5,8,1,2,Attchd,1967,2,1,318,3,3,2,0,0,No Misc,0,Jul,2007,Warranty Deed,Normal,1,43,0,11.870599909242044,2.0,1909,111,0
76,527127140,286000,1-STORY PUD 1946 & NEWER,RL,41,4923,2,0,4,Lvl,4,Inside,1,Stone Brook,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,5,3,3,6,1,440,GasA,5,Y,SBrkr,0,1,5,5,8,1,4,Attchd,2001,3,2,682,3,3,2,0,0,No Misc,0,Aug,2008,Warranty Deed,Normal,1,9,1,12.56374708980199,2.5,2746,344,0
77,535101150,126000,DUPLEX ALL STYLES AND AGES,RL,63,8668,2,0,4,Lvl,4,Corner,1,North Ames,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,1,1,1560,GasA,3,Y,SBrkr,4,2,3,8,8,0,0,Detchd,1968,1,3,792,3,3,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,2,42,0,11.744037185933616,2.0,1560,0,0
78,535402070,159950,SPLIT OR MULTI-LEVEL,RL,85,13400,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,3,3,CBlock,3,3,3,5,4,380,GasA,3,Y,SBrkr,3,1,3,6,8,1,4,Attchd,1966,2,2,484,3,3,2,0,2,No Misc,0,Jun,2006,Warranty Deed,Normal,2,44,0,11.982616545377663,2.0,1730,0,0
79,902403070,140750,2-STORY 1945 & OLDER,RM,60,10560,2,0,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,2,3,1,3,1,455,GasA,5,Y,SBrkr,2,1,3,6,7,0,0,Detchd,1970,1,2,624,3,3,2,0,0,No Misc,0,Jun,2010,Warranty Deed,Normal,2,88,1,11.854740546001937,1.5,1753,0,0
80,528477070,270000,2-STORY 1946 & NEWER,FV,84,10603,2,0,4,Lvl,4,Inside,1,Somerset,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121,4,3,PConc,5,4,1,6,1,218,GasA,5,Y,SBrkr,3,1,4,8,8,1,4,Attchd,2006,3,3,782,3,3,2,0,0,No Misc,0,Jul,2009,Warranty Deed,Normal,2,4,0,12.506177237980511,3.5,2477,213,0
81,908127100,118500,DUPLEX ALL STYLES AND AGES,RL,81,11841,1,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,3,4,CBlock,4,3,3,6,1,0,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,No Garage,1990,0,0,0,0,0,2,0,0,No Misc,0,May,2007,Warranty Deed,Normal,2,20,0,11.682668239557323,2.0,1632,32,0
82,902301080,110000,1-1/2 STORY FINISHED ALL AGES,RM,50,3500,2,1,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,1,2,1,408,GasA,3,Y,SBrkr,2,1,3,5,8,0,0,Detchd,1948,1,1,240,3,3,2,0,1,No Misc,0,Apr,2009,Warranty Deed,Normal,1,63,1,11.608235644774552,1.5,1596,35,0
83,903475100,123000,2-STORY 1945 & OLDER,RM,60,5775,2,0,2,Bnk,4,Corner,2,Old Town,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,1,483,GasA,5,Y,SBrkr,3,1,4,7,8,0,0,Attchd,1915,1,1,379,3,3,2,0,0,No Misc,0,Feb,2009,Warranty Deed,Normal,2,95,1,11.719939634354555,1.0,1427,136,0
84,903226150,119000,1-STORY 1945 & OLDER,RM,50,6000,2,0,4,HLS,4,Inside,1,Brookside,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,2,BrkTil,3,2,1,1,1,949,GasA,5,Y,SBrkr,2,1,3,5,8,1,2,Detchd,1924,1,2,370,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,1,86,1,11.686878772093667,1.0,949,48,0
85,902207080,126175,1-STORY 1946 & NEWER ALL STYLES,RM,49,5820,2,0,4,Lvl,4,Inside,1,Old Town,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,1,5,1,906,GasA,5,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1955,1,1,220,2,3,2,0,0,No Misc,0,Jul,2006,Warranty Deed,Normal,1,55,1,11.745425111208464,2.0,1419,240,0
86,535450210,132000,1-1/2 STORY FINISHED ALL AGES,RL,60,8064,2,0,4,Lvl,4,Inside,1,North Ames,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,1,5,3,161,GasA,3,Y,SBrkr,3,1,3,5,8,0,0,Detchd,1950,1,1,280,3,3,2,0,2,No Misc,0,May,2010,Warranty Deed,Normal,1,62,1,11.790557201568507,2.0,1879,414,0
87,535153070,148000,1-STORY 1946 & NEWER ALL STYLES,RL,73,8760,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,3,3,CBlock,3,3,1,1,1,1194,GasA,3,Y,SBrkr,3,1,3,6,8,0,0,Attchd,1959,2,1,312,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,51,0,11.904967552746252,2.0,1194,120,0
88,905105170,134500,1-STORY 1946 & NEWER ALL STYLES,RL,72,8398,2,0,3,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,323,3,4,CBlock,3,3,1,2,4,300,GasA,3,Y,SBrkr,2,1,3,5,8,0,0,Detchd,1972,1,2,528,3,3,2,0,0,No Misc,0,Jun,2007,Warranty Deed,Normal,1,43,0,11.809319478024031,2.0,1586,132,0
89,904101170,134432,1-1/2 STORY FINISHED ALL AGES,RL,80,17120,2,0,4,Lvl,4,Inside,1,Clear Creek,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0,3,3,CBlock,0,0,0,0,0,0,GasA,3,Y,SBrkr,4,1,3,7,6,1,4,Detchd,1991,3,2,680,3,3,0,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,1,51,0,11.808813773969108,2.0,1588,59,0
90,907290080,216837,1-STORY 1946 & NEWER ALL STYLES,RL,70,9100,2,0,4,Lvl,4,Inside,1,College Creek,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,1,1836,GasA,5,Y,SBrkr,3,1,4,8,8,1,4,Attchd,2004,3,2,484,3,3,2,0,0,No Misc,0,Oct,2006,Warranty Deed,Normal,1,6,1,12.28690119819279,2.0,1860,153,0
91,526354070,206900,2-STORY 1946 & NEWER,RL,85,11075,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,2,5,2,176,GasA,3,Y,SBrkr,4,1,3,9,8,2,4,Attchd,1969,1,2,576,3,3,2,0,0,No Misc,0,Jun,2008,Warranty Deed,Normal,2,41,0,12.239990863733635,2.5,2888,280,0
92,903458060,109900,1-STORY 1945 & OLDER,RM,40,4800,2,0,4,Lvl,4,Inside,1,"Iowa DOT,Rail Road",Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,2,1,999,GasA,5,Y,FuseA,2,1,3,5,8,0,0,Detchd,1957,1,2,440,3,3,2,0,0,No Misc,0,Jul,2007,Warranty Deed,Normal,1,94,1,11.607326140391713,2.0,1393,0,0
93,532479050,129000,1-STORY 1946 & NEWER ALL STYLES,RL,44,10751,2,0,3,Lvl,4,CulDSac,1,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44,3,3,CBlock,2,3,4,5,1,250,GasA,3,Y,SBrkr,2,1,3,5,8,0,0,Attchd,1974,2,2,431,3,3,2,0,0,No Misc,0,Aug,2007,Warranty Deed,Normal,1,36,0,11.76756768334381,2.0,1824,183,0
94,527427090,133000,1-STORY PUD 1946 & NEWER,RH,34,4058,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182,3,3,PConc,4,3,3,6,2,0,GasA,5,Y,SBrkr,1,1,3,4,8,0,0,Attchd,1998,3,1,367,3,3,2,0,0,No Misc,0,Jun,2007,Warranty Deed,Normal,1,12,0,11.79810440720389,2.0,1490,160,0
95,905109170,270000,1-STORY 1946 & NEWER ALL STYLES,RL,81,20062,2,0,3,Low,4,Inside,2,Clear Creek,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,4,4,CBlock,4,3,4,5,1,328,GasA,4,Y,SBrkr,1,1,3,4,8,2,3,Attchd,1977,2,2,690,3,3,2,0,0,No Misc,0,Apr,2010,Warranty Deed,Normal,1,33,1,12.506177237980511,2.5,2575,496,0
96,905479110,125000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,68,10880,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,5,1,124,GasW,3,N,SBrkr,3,1,3,5,8,0,0,Detchd,1950,1,1,240,3,3,2,0,0,No Misc,0,Aug,2008,Contract,Normal,2,60,0,11.736069016284437,2.0,2204,48,0
97,907187040,235500,2-STORY 1946 & NEWER,RL,47,10820,2,0,2,Lvl,4,CulDSac,1,College Creek,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,4,6,1,646,GasA,5,Y,SBrkr,3,1,4,7,8,1,3,Attchd,1999,2,2,597,3,3,2,0,0,No Misc,0,Mar,2007,Warranty Deed,Normal,2,11,0,12.36946619243861,2.5,2215,325,0
98,909451040,115000,2-STORY PUD 1946 & NEWER,RM,24,1733,2,0,4,Lvl,4,Inside,1,Bluestem,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,1,1,516,GasA,3,Y,SBrkr,2,1,3,5,8,1,3,Detchd,1980,1,2,452,3,3,2,0,4,No Misc,0,May,2009,Warranty Deed,Normal,2,30,0,11.652687407345388,1.0,1032,279,0
99,905475160,125000,1-STORY 1946 & NEWER ALL STYLES,RL,62,7440,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,4,3,1,4,1,916,GasW,3,Y,SBrkr,3,1,3,5,8,1,4,Detchd,1954,2,1,252,3,3,1,0,3,No Misc,0,Sep,2009,Warranty Deed,Normal,1,56,0,11.736069016284437,2.0,1262,328,0
100,534250370,299800,2-STORY 1946 & NEWER,RL,80,8963,2,0,3,Lvl,4,Inside,1,Northwest Ames,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,5,4,CBlock,3,4,1,6,5,487,GasA,5,Y,SBrkr,4,1,4,11,8,2,3,BuiltIn,1994,3,2,831,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,2,34,1,12.610870864650634,4.0,3370,204,0
101,905377010,135000,1-STORY 1946 & NEWER ALL STYLES,RL,64,17140,2,0,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,1,75,GasA,5,Y,FuseA,3,1,3,6,8,0,0,Attchd,1956,2,1,284,3,3,2,0,0,No Misc,0,Apr,2009,Warranty Deed,Normal,1,54,0,11.813030057420567,1.0,2288,0,0
102,908208020,140000,1-STORY 1946 & NEWER ALL STYLES,RM,80,8546,2,0,4,Lvl,4,Corner,1,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,1,1121,GasA,5,Y,SBrkr,2,1,3,5,8,0,0,Attchd,2003,2,2,440,3,3,2,0,0,No Misc,0,Mar,2010,Warranty Deed,Normal,1,7,1,11.84939770159144,2.0,1121,196,0
103,531479020,76000,1-1/2 STORY - UNFINISHED ALL AGES,RH,60,9000,2,0,4,Lvl,4,Corner,1,Sawyer West,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,2,1,1,1,784,GasA,3,N,FuseA,2,1,3,5,8,0,0,Detchd,1950,1,2,360,2,2,0,0,0,No Misc,0,Oct,2009,Warranty Deed,Normal,1,82,1,11.238488619268468,1.0,784,91,0
104,909428280,335000,1-STORY 1946 & NEWER ALL STYLES,RL,100,17500,2,0,4,Lvl,4,Inside,1,Crawford,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0,4,4,PConc,4,3,3,6,1,496,GasA,3,Y,SBrkr,3,1,5,7,8,2,3,Attchd,1959,3,2,567,3,3,2,0,0,No Misc,0,May,2010,Warranty Deed,Normal,1,51,1,12.721885810807203,3.0,3308,369,0
105,535454070,166000,1-1/2 STORY FINISHED ALL AGES,RL,71,8520,2,0,4,Lvl,4,Corner,1,North Ames,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,2,CBlock,3,3,1,3,1,403,GasA,2,Y,SBrkr,4,1,3,6,8,0,0,Detchd,2000,1,2,720,3,3,2,0,3,No Misc,0,Jun,2010,Warranty Deed,Normal,1,58,0,12.01974306733868,2.0,1892,0,0
106,535304020,139500,1-STORY 1946 & NEWER ALL STYLES,RL,66,12778,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,6,1,350,GasA,5,Y,FuseA,2,1,3,4,8,0,0,Attchd,1952,2,1,280,3,3,2,0,3,No Misc,0,Jan,2006,Warranty Deed,Normal,1,58,1,11.845819880243557,2.0,1666,154,0
107,527131110,247900,1-STORY PUD 1946 & NEWER,RL,45,6264,2,0,3,Lvl,4,Corner,1,Stone Brook,Norm,Norm,1Fam,1Story,8,5,1997,1997,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,5,3,2,6,1,1008,GasA,5,Y,SBrkr,1,1,4,6,7,1,3,Attchd,1997,3,2,528,3,3,2,0,0,No Misc,0,Jul,2008,Warranty Deed,Normal,1,13,0,12.420780718023282,2.5,2338,0,0
108,534403280,160000,1-STORY 1946 & NEWER ALL STYLES,RL,80,8800,2,0,4,Lvl,4,Inside,1,North Ames,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,3,3,CBlock,3,3,1,4,1,698,GasA,3,Y,SBrkr,3,1,3,6,8,2,4,Attchd,1964,2,1,461,3,3,2,0,3,Shed,700,Mar,2006,Warranty Deed,Normal,1,46,0,11.982929094215963,2.0,1804,116,0
